num_tiles,threshold,surgery_correctness_max_diff_overall,surgery_check_passed,dice_float_global,iou_float_global,precision_float_global,recall_float_global,pixel_accuracy_float_global,dice_fixedpoint_global,iou_fixedpoint_global,precision_fixedpoint_global,recall_fixedpoint_global,pixel_accuracy_fixedpoint_global,dice_diff_global,iou_diff_global,precision_diff_global,recall_diff_global,pixel_accuracy_diff_global,mean_abs_prob_diff_global,max_abs_prob_diff_global,p99_abs_prob_diff_global,pct_pixels_pred_changed_global,mean_per_tile_dice_diff,std_per_tile_dice_diff,mean_per_tile_iou_diff,std_per_tile_iou_diff
170,0.5,0.0,True,0.6549873792158956,0.486974894580592,0.7451978819898415,0.5842594072835172,0.8358481014476118,0.6548517202893551,0.4868249323637614,0.7458710726909815,0.5836307124815242,0.8359262803021614,-0.00013565892654043843,-0.0001499622168306125,0.0006731907011400251,-0.0006286948019930128,7.817885454963758e-05,0.001533837174065411,0.1211135983467102,0.013569528236985207,0.089263916015625,-0.00032250326654704797,0.0018137993892287701,-0.00025282801792469214,0.0015923995140880878
