epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,test_loss,test_dice,test_iou
1,0.45285697952731624,0.4168501575790847,0.27717772944079416,0.4420118672044381,0.41688138389145024,0.29182226324812055,,,
2,0.42850967537570783,0.4276788068812463,0.28806512540329127,0.42768140687890677,0.5665963706762894,0.4104072986089665,,,
3,0.4213767464344318,0.42130661973791134,0.284611386922444,0.42681630247313046,0.3648692359440848,0.24351580275502155,,,
4,0.4141809716001972,0.45305985479441646,0.30979333796210917,0.4207899136387784,0.4644526958303607,0.3344425302727715,,,
5,0.4149657151365018,0.4591534163209272,0.31628526614884245,0.39561982161324954,0.6091293417241262,0.4594819272017997,,,
6,0.4091926708326235,0.46014539644654306,0.3179463139443484,0.4030633963968443,0.49813542401661043,0.35019393265247345,,,
7,0.4085916389639561,0.4399742473967138,0.30174581101516024,0.3892611080537672,0.5565866170370061,0.40824620020778285,,,
8,0.4082839753437828,0.45983281997697695,0.316086630490455,0.3902041082796843,0.5450488818080529,0.39474419018496637,,,
9,0.40376994979905556,0.44794632654104916,0.3082566190444465,0.3950132669314094,0.5850921619845473,0.43437212268295494,,,
10,0.40274105221033096,0.4734220226899117,0.32967748662845775,0.38192593986573425,0.5268712798538415,0.3874035937630612,,,
11,0.3979763551564007,0.47612965085472053,0.3322450610998363,0.39017953140580136,0.5455343896604102,0.398452945701454,,,
12,0.3947714030087649,0.47551473733140054,0.3347120419845681,0.4055941953607228,0.5532686130508132,0.4015227744112844,,,
13,0.39290296196282565,0.47752565978565714,0.33575142747057335,0.3812019617661186,0.5854041574765807,0.43376495697252127,,,
14,0.39379393129230855,0.46969848004384684,0.32661444588902067,0.38189150846522785,0.49470321878628887,0.355998071335742,,,
15,0.3915398440190724,0.4790194262085216,0.33693373467834603,0.3854807803164358,0.5320235192775726,0.3929622238906829,,,
16,0.39611282093184336,0.4651310314874646,0.3247819764828719,0.3748589916073758,0.5430608522956786,0.40052557906702807,,,
17,0.3890827137690324,0.4801417411622274,0.3364559088342383,0.37018198973458744,0.5725501879401829,0.4286840497313634,,,
18,0.3849733236890573,0.48257648461795116,0.340635864279018,0.421942087619201,0.5824268301543982,0.4337159319092398,,,
19,0.390252553990909,0.4898754903166504,0.34447862474493435,0.3827213350197543,0.5070707390651755,0.36304516466739384,,,
20,0.3820550514610259,0.47363033328476556,0.3389933862369047,0.37750434778306796,0.5704030690957671,0.41881263976835686,,,
test,,,,,,,0.3572603510958808,0.6509218512369054,0.5192132066137024
