epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,test_loss,test_dice,test_iou
1,1.1518156784836964,0.5155880611029363,0.36612825896791235,1.0053409528225026,0.5631750771587596,0.4167093813922157,,,
2,1.09204539208002,0.5271964395238508,0.3763731954999829,0.9863933109222575,0.5752815477837353,0.4293621429403194,,,
3,1.0920194996300565,0.532715111770617,0.38265092534724104,0.9520711784667157,0.5848049621749174,0.4426096576851783,,,
4,1.0723535883170303,0.5370828859828493,0.3859902456883461,0.9489322850044738,0.5966964287564476,0.4541472965105873,,,
5,1.0582417602180152,0.5655768673506475,0.4136475346261455,1.0224519245167996,0.5224125184913839,0.3850073313967206,,,
6,1.0597435322500044,0.5454598119262085,0.39566764402734017,0.971476712125413,0.5773430715111937,0.4336498093102722,,,
7,1.0727572389828262,0.5381804163097054,0.3857560986552828,0.9701443593552772,0.591376059109028,0.44704463799915056,,,
8,1.0494642119894746,0.5499567846937846,0.3976131217974809,1.058567449133447,0.5106663929219258,0.3700569165100225,,,
9,1.0459441087579215,0.5571357623864246,0.4042067390375881,0.9677705587224757,0.566175709386911,0.4216362878276491,,,
10,1.0442211990074446,0.5556574655716778,0.404635255235017,0.9522053827630713,0.5897624820193395,0.44548403166551537,,,
11,1.0410495906747796,0.5582365106430746,0.4096452768651708,0.9710496626001723,0.578546906276507,0.43168801569597837,,,
12,1.0372709273010172,0.5644129210862742,0.41517627887147407,0.9768960349103237,0.57668203294297,0.43055612061227216,,,
13,1.0203098468883063,0.5727627448216882,0.4228312995244739,0.9502521639174604,0.592752448455282,0.449011326315466,,,
14,1.0212633289316648,0.5713617039584024,0.4216569608718317,0.9345107978962838,0.5860081637300492,0.44487939633000545,,,
15,1.0129151975595823,0.5705491780098128,0.42168186604350766,0.943833423421738,0.5905111165955028,0.4487141809683848,,,
16,1.0171509619041155,0.5687227131378266,0.41805928512927026,0.9388610822089175,0.5871990628297777,0.4428802103527445,,,
17,1.0138336061149515,0.5612096237919985,0.4141881226271551,1.0147334578189444,0.5798234367951196,0.43378706010643076,,,
18,1.0312046588108104,0.5574031782646974,0.40996844872271504,0.9696393292000953,0.5611090650627182,0.4162995765537415,,,
19,1.011573507580706,0.5741648467718273,0.4254449826555066,0.962174801116294,0.5692036737727516,0.4256682972203286,,,
20,0.9978769327043205,0.5847291150881399,0.4333336136794539,0.9271672545595372,0.6114602397552672,0.4702625499612236,,,
test,,,,,,,1.2208794747080123,0.4426128315074103,0.30854806458311423
