epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.48773910505797274,0.5073449843993751,0.3485905351017111,0.4270457530563528,0.5015665726228193,0.35635964470830833
2,0.43049891757708725,0.508463226499096,0.3517758500992611,0.41979983855377545,0.5704477239738811,0.42622248286550696
3,0.423307353450406,0.5151505733049044,0.3550353945903881,0.41323499381542206,0.4624445847320286,0.3247570848007771
4,0.41116680124754545,0.5273261994764369,0.36964342855317617,0.417789642106403,0.5561678633093834,0.4074478960511359
5,0.40632010467590823,0.5270433291312187,0.36758089634359525,0.39719132401726465,0.5334530675529756,0.39095770065217617
6,0.4058289476620254,0.527830629419255,0.37148074160820693,0.3882832649079236,0.4921518887653624,0.3594688971279374
7,0.39980189774626046,0.5366424419065957,0.3784272534552441,0.41005668992345984,0.47647475552829827,0.3347934600473805
8,0.4014317758621708,0.5397617806510259,0.37983345304445554,0.38768827508796344,0.5476789848709648,0.4052435482259501
9,0.40071017639611356,0.5311431272696423,0.3764697493164129,0.40215242315422406,0.4925700949758969,0.35211615545929154
10,0.3909497605536574,0.5469890603775619,0.3851607536436409,0.3782554133371873,0.5149617605341148,0.3838641689673462
11,0.38993834343648726,0.5578086236792226,0.39624858303095706,0.3884689137339592,0.5504045356488363,0.4078940543642437
12,0.389850535379943,0.5482813885775946,0.3880029872700732,0.3957067904147235,0.43485906643894945,0.3071466834371554
13,0.39030842467020915,0.5460786470161971,0.3852841939016055,0.37875939296050504,0.5197266926995451,0.38438422146148876
14,0.3928421918422945,0.5460228723303605,0.3864051789966642,0.37448396533727646,0.5397473654963754,0.40119270159100945
15,0.39441337156039413,0.5426562425269875,0.38211915513841055,0.37686734714291314,0.5563149277692322,0.41613158776784653
16,0.38568724611754057,0.5561737660118329,0.3958123867069521,0.39268095655874774,0.46789610186995284,0.33110232424817837
17,0.38667921032956853,0.5530545185971004,0.39372395730066684,0.3789786757393317,0.5364938449459715,0.39992587065219776
18,0.3882925997498215,0.5588882337975246,0.3994028704461231,0.37205520136789844,0.5189023115255335,0.38597456784983825
19,0.3879178983549918,0.5523296299801078,0.39263372123241425,0.38704513826153497,0.4841162442998171,0.34899221568179295
20,0.3816387369748085,0.5690030000543082,0.40926681042358437,0.3933325619860129,0.5789153317455202,0.4391066692240367
