epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.6534768160846498,0.4955711676566689,0.3364371702902847,0.6280753016471863,0.5552960102047239,0.3900936543941498
2,0.5856282766218539,0.5868882106410133,0.4198814360079942,0.5828197193997247,0.5963674379246575,0.43181477912834715
3,0.5673914849758148,0.5996855403538104,0.43324346592028934,0.5542763343879155,0.6136511755841119,0.44789903717381613
4,0.5473676500497041,0.6171889818376965,0.45123344163099927,0.6209394335746765,0.5369995002235685,0.3704368599823543
5,0.5334718983482432,0.6241795536544588,0.4620931272705396,0.5325574385268348,0.6219636627605983,0.4559563419648579
6,0.5252761272368608,0.6319784262665996,0.46878568634942724,0.5659291212047849,0.596558751804488,0.4293733366898128
7,0.5057159353185583,0.6541621916823916,0.4927424534603401,0.5054660865238735,0.66878485253879,0.5079953180892127
8,0.48540898550439765,0.6764306403972484,0.5172827856408225,0.5011522557054248,0.641869877065931,0.4800390473433903
9,0.4670542964228877,0.691476532154613,0.5342962040945336,0.5003799029758998,0.6571033213819776,0.49414379043238504
10,0.4639525474221618,0.6907831458029924,0.5331278255692234,0.49931958317756653,0.6623600508485522,0.5009067569460187
11,0.44920121905980287,0.7061006730353391,0.552751197859093,0.8321546060698373,0.44516752873148235,0.2891175981078829
12,0.4596447034014596,0.6926385660966238,0.5358210796559298,0.4835762935025351,0.6782990906919751,0.5201800444296428
13,0.4441354898390947,0.7073989066260832,0.5551950448641071,0.46253466393266407,0.6748373274292264,0.516130160008158
14,0.41290135129734323,0.7343794515839329,0.5848797995735098,0.453021656189646,0.6882967565740857,0.5292538553476334
15,0.39800403515497845,0.7443231112427182,0.6014196028312048,0.5934697836637497,0.5809620512383324,0.41275471236024586
16,0.38733032897666647,0.75680144627889,0.6134434474839104,0.5379666004862104,0.6196864949805396,0.4531563413994653
17,0.3797843748772586,0.7579257819387648,0.6163596190788128,0.6117981544562748,0.56320478447846,0.3962023364646094
18,0.35083407549946394,0.7837399553369593,0.6475631147623062,0.4350646989686148,0.6889965172324862,0.5324220444474902
19,0.33177799041624423,0.7990699907143911,0.6676501786267316,0.41175098930086407,0.7195851887975421,0.567727369921548
20,0.3222013924408842,0.8029238018724654,0.6759219114427213,0.4260887929371425,0.7005344203540257,0.54334043604987
