epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,test_loss,test_dice,test_iou
1,0.45036725414560197,0.5167831388559747,0.35938826670989077,0.4043127685785294,0.5701593637466431,0.41247076615691186,,,
2,0.40599289916931314,0.5136624351143837,0.3569425996789273,0.4096591517329216,0.584322240948677,0.42654333263635635,,,
3,0.4089495130675904,0.5002578758495919,0.3424761074179031,0.4309451624751091,0.6000117525458336,0.4386852614581585,,,
4,0.39467046584220644,0.5350121012393464,0.3726794143464971,0.4469378128647804,0.6018037602305413,0.4412170261144638,,,
5,0.3914489964855478,0.5396160137780169,0.37883982165379726,0.40255357772111894,0.5609626606106758,0.4068312358111143,,,
6,0.3984614826263265,0.530671089729096,0.37446318840251325,0.40314245969057083,0.49329934306442735,0.34227172192186117,,,
7,0.38645934044046604,0.548369937437646,0.38896010459420527,0.397524431347847,0.53510347828269,0.3777329258620739,,,
8,0.3828974017437468,0.5457815667416187,0.3866947380865508,0.4027029871940613,0.5008662823587656,0.3467096731066704,,,
9,0.3838374453022125,0.550022099721939,0.38932391573139963,0.37940049469470977,0.6049124598503113,0.4447853282094002,,,
10,0.37745485819400626,0.5693654917339062,0.40894900072128215,0.3839253500103951,0.5712230838835239,0.4104156017303467,,,
11,0.38495338724014605,0.540605029249762,0.3841353966557282,0.38597301244735716,0.531332878395915,0.37653964571654797,,,
12,0.3735677767941292,0.5586660574091241,0.39790212505675376,0.3823699697852135,0.5803953818976879,0.4241793040186167,,,
13,0.3769943546107475,0.561043326049409,0.40275721679976645,0.3757005251944065,0.5941832713782788,0.4402330990880728,,,
14,0.3725709821632568,0.5630711772023363,0.40365814552345175,0.3731213092803955,0.602129066735506,0.439765465259552,,,
15,0.37342865955322346,0.5572450606429831,0.3984028846818082,0.4013081148266792,0.6293096348643303,0.469121190905571,,,
16,0.36855013605127945,0.5684678121767146,0.4105776053793887,0.36885111033916473,0.6070155799388885,0.44910627156496047,,,
17,0.36612838855449187,0.569361561750795,0.41059944809394633,0.3771201714873314,0.6028275206685066,0.4468915700912476,,,
18,0.3663723627303509,0.5853483565944306,0.4233458969504275,0.47158986032009126,0.3569284996308852,0.23119742769195,,,
19,0.36231176903907286,0.582855483794466,0.4221074300164238,0.3715470254421234,0.601396806538105,0.44164988920092585,,,
20,0.3666901745377703,0.5713203652425015,0.4132059872784513,0.3947916403412819,0.5393411766737699,0.3891362538561225,,,
test,,,,,,,0.4023882709443569,0.6205703750252723,0.46494374200701716
