tile_name,uavsar_path,num_pixels,surgery_correctness_max_diff,scale_x,dice_float,iou_float,precision_float,recall_float,pixel_accuracy_float,dice_fixedpoint,iou_fixedpoint,precision_fixedpoint,recall_fixedpoint,pixel_accuracy_fixedpoint,dice_diff,iou_diff,precision_diff,recall_diff,pixel_accuracy_diff,mean_abs_prob_diff,max_abs_prob_diff,p99_abs_prob_diff,pct_pixels_pred_changed
tile_12_57.tif,fp7_lee7_tiles/tile_12_57.tif,65536,0.0,0.020289642604317253,0.09840024148659221,0.0517460317610834,0.17583603024941555,0.0683151718552323,0.9088439941407641,0.10475617099481101,0.05527318934156174,0.18589743594092428,0.07292539817533686,0.9092407226563884,0.006355929508218797,0.003527157580478335,0.010061405691508735,0.004610226320104563,0.00039672851562433387,0.0007232241914607584,0.08467862010002136,0.015714190900325775,0.048828125
tile_13_56.tif,fp7_lee7_tiles/tile_13_56.tif,65536,0.0,0.02070754156337948,0.020503261897786527,0.010357815458092312,1.0,0.010357815458092312,0.9037780761720218,0.02877030163915282,0.014595103593619034,1.0,0.014595103593619034,0.9041900634767087,0.008267039741366292,0.004237288135526722,0.0,0.004237288135526722,0.0004119873046869449,0.0008319570915773511,0.10149121284484863,0.022770283743739128,0.04119873046875
tile_13_57.tif,fp7_lee7_tiles/tile_13_57.tif,65536,0.0,0.022232754023994987,0.2601522842706657,0.1495258935172499,0.7107478950118501,0.1592144680000087,0.8754577636720651,0.26005967990541584,0.14946471261667743,0.7028347996235174,0.159547320546327,0.875137329101753,-9.260436524988203e-05,-6.118090057247172e-05,-0.007913095388332736,0.00033285254631829075,-0.0003204345703120559,0.001999109983444214,0.10856953263282776,0.04011039063334465,0.06256103515625
tile_13_58.tif,fp7_lee7_tiles/tile_13_58.tif,65536,0.0,0.021884826224619947,0.05927770861620728,0.03054414786882587,0.07722258279836322,0.04810024256070735,0.9423675537110254,0.058895705544566974,0.030341340100370637,0.0749531543363552,0.04850444627936522,0.9414825439454018,-0.0003820030716403036,-0.00020280776845523277,-0.002269428462008019,0.00040420371865786814,-0.0008850097656236677,0.0008721856866031885,0.08177748322486877,0.018768170848488808,0.091552734375
tile_14_55.tif,fp7_lee7_tiles/tile_14_55.tif,65536,0.0,0.019710833632101223,0.011583011614813933,0.005825242750620543,0.008814887413868027,0.016885553563143946,0.9531250000000715,0.01061946905573394,0.0053380783213126315,0.007745266824107347,0.016885553563143946,0.948822021484453,-0.0009635425590799936,-0.00048716442930791127,-0.0010696205897606798,0.0,-0.00430297851561845,0.004233997315168381,0.14092662930488586,0.06488632410764694,0.4302978515625
tile_14_56.tif,fp7_lee7_tiles/tile_14_56.tif,65536,0.0,0.01990080442954236,0.7761226605566862,0.6341506910420495,0.9502939604496219,0.6559070368011075,0.937393188476658,0.7810618797126685,0.6407723794301408,0.9479989468147972,0.6641150973008935,0.9384002685547815,0.004939219155982277,0.006621688388091296,-0.0022950136348246497,0.008208060499785952,0.0010070800781235567,0.0020602731965482235,0.08438584208488464,0.03033233806490898,0.1708984375
tile_14_57.tif,fp7_lee7_tiles/tile_14_57.tif,65536,0.0,0.020604236858097588,0.45092396243978394,0.2910922069102269,0.9956521739131889,0.2914626982642308,0.8893737792970438,0.4666117065167757,0.3043010752756177,0.9948865452222792,0.304777756027954,0.8914031982423533,0.01568774407699175,0.013208868365390813,-0.000765628690909792,0.01331505776372316,0.0020294189453095024,0.001938509289175272,0.13454586267471313,0.0391504131257534,0.21209716796875
tile_14_58.tif,fp7_lee7_tiles/tile_14_58.tif,65536,0.0,0.02214777563500592,0.167428306515879,0.09136248645398365,0.5956644675025606,0.09740309779535021,0.8081817626956052,0.1711610733884673,0.09359002091647856,0.5926940639455391,0.10002311783077736,0.8081817626956052,0.0037327668725883056,0.0022275344624949067,-0.002970403557021495,0.002620020035427148,0.0,0.001338453497737646,0.1130111813545227,0.029857564717531204,0.103759765625
tile_15_53.tif,fp7_lee7_tiles/tile_15_53.tif,65536,0.0,0.06024357653039647,0.0008540439021229223,0.0004272043788430143,0.007733952126238673,0.00045197740564767463,0.6429748535161698,0.0009391274694743485,0.00046978433055532866,0.008455034664991926,0.0004971751457604647,0.6428833007817949,8.508356735142616e-05,4.257995171231437e-05,0.0007210825387532534,4.519774011279003e-05,-9.155273437488898e-05,0.00040543609065935016,0.014178603887557983,0.0030812621116638184,0.01220703125
tile_15_55.tif,fp7_lee7_tiles/tile_15_55.tif,65536,0.0,0.020453982465849146,0.6550522648121183,0.4870466321326579,0.5760245116894671,0.7592125189359108,0.9516601562500737,0.6516101145488262,0.4832505209250961,0.5697278911645932,0.7609793033881631,0.950805664062575,-0.0034421502632920875,-0.003796111207561792,-0.006296620524873897,0.0017667844522523124,-0.0008544921874986677,0.0011309597175568342,0.09304791688919067,0.019548490643501282,0.1068115234375
