flight_path,num_tiles,dice,iou,water_pct,trees_pct,flooded_vegetation_pct,crops_pct,built_area_pct,bare_ground_pct,rangeland_pct
fp1,137,0.515203,0.346985,4.566498916514599,48.38075289761063,0.8594819229014599,32.67195207359147,9.559742725678603,0.04927363708941606,3.912297826613823
fp2,138,0.782423,0.642607,2.341947693755661,58.78267149994339,0.7873424585314764,19.55787548120471,13.289841361667799,0.08961774300837862,5.150703761888587
fp3,164,0.628279,0.458022,1.8322642256573933,66.37726760492092,0.36685292313738566,11.401041542611472,10.710562729254,0.1114728974133003,9.200538077005525
fp4,181,0.544466,0.374066,1.732909481828384,59.34805685643992,0.10495686399343923,26.036560733015367,8.084359353418508,0.008666317765883978,4.684490393538502
fp5,160,0.618186,0.447373,1.6416263580322266,56.26688003540039,0.09251594543457031,30.356359481811523,7.984476089477539,0.0055694580078125,3.6525726318359375
fp6,170,0.641905,0.47265,1.841583251953125,62.879405302159924,0.3601163976332721,13.122307272518382,12.175023696001839,0.06644753848805147,9.555116541245404
fp7,117,0.517198,0.348798,20.669190496461006,45.004611545138886,1.6609517937032585,16.49395543285924,10.994061853131678,0.2525525215344551,4.9246763571714745
