num_tiles,threshold,surgery_correctness_max_diff_overall,surgery_check_passed,dice_float_global,iou_float_global,precision_float_global,recall_float_global,pixel_accuracy_float_global,dice_fixedpoint_global,iou_fixedpoint_global,precision_fixedpoint_global,recall_fixedpoint_global,pixel_accuracy_fixedpoint_global,dice_diff_global,iou_diff_global,precision_diff_global,recall_diff_global,pixel_accuracy_diff_global,mean_abs_prob_diff_global,max_abs_prob_diff_global,p99_abs_prob_diff_global,pct_pixels_pred_changed_global,mean_per_tile_dice_diff,std_per_tile_dice_diff,mean_per_tile_iou_diff,std_per_tile_iou_diff
160,0.5,0.0,True,0.728152975732944,0.5725161610159638,0.6985310101850787,0.7603984992965291,0.8695744514465344,0.7293051223656667,0.5739419708084685,0.7061050793442344,0.7540814958212642,0.871409606933595,0.0011521466327226726,0.0014258097925047286,0.007574069159155705,-0.006317003475264982,0.0018351554870605913,0.0042807795107364655,0.30146700143814087,0.06466426700353622,0.48516273498535156,-0.001072246781757574,0.010718258433657065,-0.0006850242147692184,0.008965472121574761
