epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.5070381325302702,0.3950069202674609,0.25732563990027163,0.5208710497472344,0.45620016808189995,0.3069276432620316
2,0.46763802315249586,0.40741583953301114,0.26789833327586,0.48876814725922374,0.4693170954109874,0.324639859047105
3,0.459152190432404,0.39945017311609154,0.2598256998215661,0.4945668701718493,0.49263783726023463,0.3414609572145997
4,0.45132424849452396,0.41657486507584424,0.27580328782893376,0.48289928349052985,0.38098660200016526,0.24744912075083247
5,0.4452035604101239,0.4421502637592229,0.29715793384521294,0.48442773557290797,0.5219789129204866,0.369178808952977
6,0.4490335459058935,0.41177610913009355,0.272822333511078,0.4603711032285923,0.47578072398560256,0.3287286594192066
7,0.4410289578365557,0.44628568483573017,0.300543535681385,0.4740606862597349,0.37042820331006415,0.24148908721182757
8,0.43708216403469896,0.44291635817199043,0.297337358636838,0.4749672521905201,0.40028422668848823,0.2631277233055543
9,0.43999271338636226,0.43778058253228663,0.29199161393511475,0.4510356242336878,0.47109731779683656,0.32577313235165867
10,0.4384562763300809,0.43439783636819235,0.28922525329346005,0.4589916071513804,0.47296816060637553,0.32567673510440237
11,0.43111646410190696,0.4426725639594775,0.29919986232945867,0.5057232140040979,0.5291343100550698,0.3790159682493384
12,0.4285249242276856,0.45303701297803356,0.3075265869216034,0.43825342597031014,0.4984124954789877,0.3506170800637181
13,0.42912992238998415,0.4528290042371461,0.3080907466906038,0.45768172966270915,0.5327324564227971,0.3818868571074634
14,0.42323402726289,0.4647884735781135,0.31742918942913867,0.4561243151746145,0.4593588539467352,0.31925999192611837
15,0.42279719656163994,0.469521186653186,0.32458413511260664,0.437812006691607,0.4791403346490569,0.33855435964878555
16,0.4181492901209629,0.4629983455168478,0.3175227040876493,0.44426114966229696,0.48385136267851764,0.33669212789888064
17,0.41649353052630567,0.4824771155687896,0.33329092049689,0.4412481741207402,0.5164884592338306,0.3696757016203752
18,0.4169546503009218,0.4727202027245904,0.32606418108511154,0.4349711032175436,0.5421709137537131,0.3938716930087383
19,0.4081038898590839,0.48836368004029446,0.3413871392833464,0.4537714814267507,0.4641326029853123,0.31522680928067465
20,0.41216991525707825,0.48235702854440066,0.33235068446533245,0.44043313984463855,0.47799535434147933,0.3308875392213827
