epoch,train_loss,train_dice,train_iou,train_precision,train_recall,val_loss,val_dice,val_iou,val_precision,val_recall
1,0.6457986903190612,0.5037742084264756,0.3417931964993477,0.40510685682296754,0.7066628181934357,0.5653941218669598,0.5956571354315832,0.4278421700000763,0.5783360715095813,0.6205601348326757
2,0.5851359558105469,0.5825195032358169,0.4155780103802681,0.5262112766504288,0.6771102160215378,0.6028167949273036,0.504557538491029,0.34366620733187747,0.7586286205511826,0.38417057349131656
3,0.5722663992643356,0.5912951743602752,0.42959813416004183,0.5342760679125785,0.6956081801652908,0.5486814494316394,0.5905302304487962,0.4233286472467276,0.5074455073246589,0.7165911931257981
4,0.5395833909511566,0.628650181889534,0.46394955277442934,0.5626182925701141,0.7345143294334412,0.5486860687916095,0.6136100613153898,0.44853702646035415,0.6947595798052274,0.5558596780666938
5,0.5295475822687149,0.6335382699966431,0.4704415053129196,0.5680677339434623,0.7444990932941437,0.5933484205832849,0.5642486191712893,0.39638378528448254,0.4379848952476795,0.80349279825504
6,0.5074623209238053,0.6555170559883118,0.4935955289006233,0.5935222560167313,0.7543910133838654,0.5442169216962961,0.5968343753081101,0.43032239033625674,0.672036948112341,0.5489490697017083
7,0.5003036904335022,0.6591088503599167,0.4963838452100754,0.5998475432395936,0.7553253889083862,0.6359364482072684,0.5311902623910171,0.3642298946013817,0.3794904672182523,0.8981178540449876
8,0.5015699875354767,0.6533745843172073,0.49129567444324496,0.6125535839796066,0.7288623809814453,0.5191874687488263,0.6259624660015106,0.46031771256373477,0.5466878780951867,0.7396614780792823
9,0.4690711671113968,0.6900708520412445,0.5326778149604797,0.6475167208909989,0.759252781867981,0.5461781964852259,0.572392477439,0.40952686163095325,0.8317767931864812,0.4460784999223856
10,0.45361891746520994,0.7055414748191834,0.54956050157547,0.663295886516571,0.770073002576828,0.5119688212871552,0.6346538525361282,0.4709158425147717,0.5705179870128632,0.728874112551029
11,0.4445223981142044,0.7127894699573517,0.558534957766533,0.6790004879236221,0.7725034034252167,0.4935143223175636,0.6550514743878291,0.4933295181164375,0.6208152404198279,0.7020821938147912
12,0.4271469986438751,0.7309071576595306,0.5814480620622635,0.7136234855651855,0.7706009387969971,0.520146404321377,0.6072678107481736,0.4452208486887125,0.7405974933734307,0.5330885740426871
13,0.4151711428165436,0.7338026207685471,0.5856199556589127,0.7016479367017746,0.7901279234886169,0.6685079748813922,0.5499371794553903,0.38194326941783613,0.4025261470904717,0.8793168984926664
14,0.4154765659570694,0.7337114542722702,0.5850207388401032,0.7146303695440293,0.7771941602230072,0.47774378611491275,0.6587482759585748,0.4968704397861774,0.6524549745596372,0.671947337113894
15,0.39281715989112853,0.7552774047851563,0.6128810369968414,0.7434049952030182,0.7911656320095062,0.5000597972136277,0.6263190255715296,0.4628591789649083,0.7824718677080594,0.5296258261570563
16,0.3824568349123001,0.7607191532850266,0.6205270236730576,0.7437571138143539,0.7952202701568604,0.47133867327983564,0.6653156395141895,0.5059825869706961,0.6694167118806106,0.6712598571410546
17,0.35848488509654997,0.7834738659858703,0.6481537920236587,0.7611030638217926,0.8185455858707428,0.4853064165665553,0.638255985883566,0.47491791385870713,0.7908337803987356,0.5422170941646283
18,0.3307821476459503,0.8070531511306762,0.6790150332450867,0.7968487775325775,0.8245982277393341,0.4798703629236955,0.6483514813276438,0.4864394458440634,0.7916786899933448,0.5563539862632751
19,0.3301751855015755,0.8018968844413757,0.6727331054210662,0.7935581862926483,0.8221669781208039,0.4706191810277792,0.663666660969074,0.5024618025009449,0.7069209538973295,0.6296011759684637
20,0.3338296294212341,0.7964679944515228,0.6650609964132309,0.785314599275589,0.8223219788074494,0.49451205134391785,0.6433328481820914,0.4802178923900311,0.6341646199042981,0.6575952309828538
