threshold,val_dice,val_iou,val_precision,val_recall,test_dice,test_iou,test_precision,test_recall,selected
0.05,0.425198,0.270001,0.270076,0.998969,,,,,False
0.1,0.469332,0.306619,0.309633,0.969231,,,,,False
0.15,0.510969,0.343155,0.351776,0.933342,,,,,False
0.2,0.545496,0.375039,0.391375,0.899854,,,,,False
0.25,0.577838,0.406309,0.434197,0.863498,,,,,False
0.3,0.602781,0.431415,0.473674,0.828641,,,,,False
0.35,0.619751,0.449014,0.507151,0.796622,,,,,False
0.4,0.632123,0.46212,0.539288,0.763567,,,,,False
0.45,0.643959,0.474881,0.579943,0.723861,,,,,False
0.5,0.6443,0.475252,0.614901,0.676651,0.624431,0.453944,0.521971,0.77694,True
0.55,0.635753,0.46601,0.646161,0.625675,,,,,False
0.6,0.612195,0.441125,0.68325,0.554526,,,,,False
0.65,0.574005,0.40253,0.768736,0.45799,,,,,False
0.7,0.535106,0.365286,0.803057,0.40123,,,,,False
0.75,0.479715,0.315542,0.836018,0.336361,,,,,False
0.8,0.39082,0.242869,0.861042,0.252777,,,,,False
0.85,0.240729,0.136834,0.870672,0.139673,,,,,False
0.9,0.049715,0.025491,0.796292,0.025658,,,,,False
0.95,2.8e-05,1.4e-05,1.0,1.4e-05,,,,,False
