threshold,val_dice,val_iou,val_precision,val_recall,test_dice,test_iou,test_precision,test_recall,selected
0.05,0.432842,0.276195,0.278749,0.967892,,,,,False
0.1,0.510626,0.342846,0.352047,0.929167,,,,,False
0.15,0.582347,0.410782,0.43396,0.88494,,,,,False
0.2,0.630637,0.460533,0.503439,0.843839,,,,,False
0.25,0.672096,0.506133,0.579202,0.800479,,,,,False
0.3,0.694534,0.53202,0.634182,0.767582,,,,,False
0.35,0.705967,0.545555,0.682387,0.731234,,,,,False
0.4,0.709431,0.549704,0.728218,0.691589,0.633303,0.463382,0.755458,0.545154,True
0.45,0.701977,0.540805,0.760668,0.651694,,,,,False
0.5,0.68662,0.522789,0.780889,0.61266,,,,,False
0.55,0.672047,0.506078,0.797653,0.580618,,,,,False
0.6,0.656043,0.488143,0.815139,0.548909,,,,,False
0.65,0.63266,0.462694,0.834173,0.509563,,,,,False
0.7,0.589507,0.417944,0.855476,0.449696,,,,,False
0.75,0.500006,0.333339,0.877139,0.349665,,,,,False
0.8,0.334957,0.20117,0.893265,0.206125,,,,,False
0.85,0.027476,0.01393,0.956896,0.013938,,,,,False
0.9,0.0,0.0,,0.0,,,,,False
0.95,0.0,0.0,,0.0,,,,,False
