threshold,val_dice,val_iou,val_precision,val_recall,test_dice,test_iou,test_precision,test_recall,selected
0.05,0.373659,0.229754,0.230571,0.984818,,,,,False
0.1,0.466832,0.304489,0.310629,0.939042,,,,,False
0.15,0.529659,0.360229,0.377008,0.890035,,,,,False
0.2,0.572333,0.400887,0.4325,0.845787,,,,,False
0.25,0.616665,0.445782,0.511917,0.775307,,,,,False
0.3,0.639392,0.469931,0.561678,0.742063,,,,,False
0.35,0.654236,0.486145,0.607276,0.709068,,,,,False
0.4,0.662086,0.494865,0.648222,0.676557,,,,,False
0.45,0.662995,0.495881,0.682426,0.644641,0.608203,0.436991,0.796353,0.491968,True
0.5,0.661035,0.493691,0.712475,0.616523,,,,,False
0.55,0.655797,0.48787,0.738799,0.589561,,,,,False
0.6,0.647056,0.478257,0.764219,0.561041,,,,,False
0.65,0.634119,0.464256,0.789777,0.529716,,,,,False
0.7,0.609812,0.438655,0.814421,0.48737,,,,,False
0.75,0.572616,0.401165,0.835833,0.435478,,,,,False
0.8,0.508581,0.341005,0.854827,0.361967,,,,,False
0.85,0.402545,0.251991,0.871308,0.261733,,,,,False
0.9,0.22173,0.124689,0.88405,0.126762,,,,,False
0.95,0.022682,0.011471,0.891788,0.011487,,,,,False
