threshold,val_dice,val_iou,val_precision,val_recall,test_dice,test_iou,test_precision,test_recall,selected
0.05,0.440146,0.282171,0.283064,0.98895,,,,,False
0.1,0.509295,0.341647,0.35246,0.917604,,,,,False
0.15,0.556996,0.385998,0.407303,0.880658,,,,,False
0.2,0.58809,0.416521,0.448289,0.854603,,,,,False
0.25,0.608133,0.436919,0.490889,0.798954,,,,,False
0.3,0.624173,0.453671,0.533426,0.752126,,,,,False
0.35,0.644568,0.475544,0.593471,0.705293,,,,,False
0.4,0.652748,0.484503,0.629728,0.677515,,,,,False
0.45,0.655954,0.488044,0.66077,0.651208,0.7397,0.586924,0.728886,0.75084,True
0.5,0.655502,0.487544,0.690569,0.623825,,,,,False
0.55,0.650957,0.482533,0.723658,0.59153,,,,,False
0.6,0.639713,0.470278,0.757731,0.553504,,,,,False
0.65,0.621827,0.451196,0.788182,0.513456,,,,,False
0.7,0.596311,0.424817,0.816083,0.469794,,,,,False
0.75,0.559774,0.388671,0.842819,0.419045,,,,,False
0.8,0.5056,0.33833,0.869452,0.356437,,,,,False
0.85,0.422551,0.26787,0.895987,0.276467,,,,,False
0.9,0.286213,0.167006,0.92291,0.169369,,,,,False
0.95,0.080296,0.041827,0.943641,0.041932,,,,,False
