threshold,val_dice,val_iou,val_precision,val_recall,test_dice,test_iou,test_precision,test_recall,selected
0.05,0.44102,0.28289,0.284213,0.983816,,,,,False
0.1,0.525156,0.356076,0.365036,0.93551,,,,,False
0.15,0.579561,0.408016,0.429461,0.890959,,,,,False
0.2,0.610853,0.439732,0.474457,0.857312,,,,,False
0.25,0.640993,0.471663,0.532081,0.805966,,,,,False
0.3,0.6622,0.494992,0.576396,0.778019,,,,,False
0.35,0.676231,0.510838,0.614607,0.751591,,,,,False
0.4,0.685929,0.521988,0.651917,0.723686,,,,,False
0.45,0.691618,0.528606,0.689989,0.693255,,,,,False
0.5,0.694475,0.531951,0.725806,0.665738,0.495334,0.329199,0.513691,0.478244,True
0.55,0.690789,0.527638,0.756574,0.635529,,,,,False
0.6,0.677637,0.512444,0.783681,0.596871,,,,,False
0.65,0.656381,0.488518,0.809599,0.551928,,,,,False
0.7,0.629882,0.459728,0.834556,0.505828,,,,,False
0.75,0.600377,0.428957,0.85892,0.461471,,,,,False
0.8,0.556985,0.385987,0.882448,0.406909,,,,,False
0.85,0.482541,0.317993,0.906386,0.328792,,,,,False
0.9,0.331785,0.198887,0.926551,0.202072,,,,,False
0.95,0.043617,0.022295,0.97222,0.022309,,,,,False
