threshold,val_dice,val_iou,val_precision,val_recall,test_dice,test_iou,test_precision,test_recall,selected
0.05,0.443161,0.284655,0.285534,0.989301,,,,,False
0.1,0.529365,0.359957,0.366515,0.952646,,,,,False
0.15,0.581162,0.409604,0.424392,0.921601,,,,,False
0.2,0.62458,0.454101,0.482397,0.885604,,,,,False
0.25,0.662865,0.495736,0.55621,0.820128,,,,,False
0.3,0.673195,0.507381,0.611842,0.748225,,,,,False
0.35,0.685274,0.52123,0.655426,0.717971,,,,,False
0.4,0.691954,0.528998,0.693225,0.690688,,,,,False
0.45,0.693474,0.530777,0.725136,0.664461,0.469555,0.306809,0.357003,0.685749,True
0.5,0.689997,0.526714,0.754356,0.635757,,,,,False
0.55,0.682493,0.518018,0.781705,0.605627,,,,,False
0.6,0.669708,0.50343,0.806424,0.572628,,,,,False
0.65,0.650682,0.48223,0.829709,0.535201,,,,,False
0.7,0.623529,0.452991,0.852055,0.491663,,,,,False
0.75,0.585154,0.413581,0.874473,0.439684,,,,,False
0.8,0.533568,0.363854,0.898171,0.37951,,,,,False
0.85,0.464308,0.302344,0.928216,0.309583,,,,,False
0.9,0.342907,0.206933,0.961515,0.208661,,,,,False
0.95,0.099516,0.052364,0.991817,0.052386,,,,,False
