flight_path,total_flood_pixels,total_known_landcover_pixels_within_flood_mask,nodata_pixels,unknown_pixels,class_1_water_pixels,class_2_trees_pixels,class_4_flooded_vegetation_pixels,class_5_crops_pixels,class_7_built_area_pixels,class_8_bare_ground_pixels,class_11_rangeland_pixels,class_1_water_pct,class_2_trees_pct,class_4_flooded_vegetation_pct,class_5_crops_pct,class_7_built_area_pct,class_8_bare_ground_pct,class_11_rangeland_pct
fp1,1253829,1253829,0,0,0,928325,0,198471,82031,2439,42563,0.0,74.03920311302419,0.0,15.829192019007376,6.5424392002418195,0.19452413367373061,3.394641534052889
fp2,2532842,2532842,0,0,0,1960461,0,266073,160126,5749,140433,0.0,77.40163026355374,0.0,10.504918980339081,6.321989291080928,0.22697823235717032,5.544483232669073
fp3,3084916,3084916,0,0,0,2525172,0,145153,147653,3458,263480,0.0,81.85545408691841,0.0,4.705249672924643,4.78628915665775,0.11209381389963292,8.540913269599562
fp4,2038908,2038908,0,0,0,1823594,0,94121,36581,171,84441,0.0,89.43973931143533,0.0,4.616245558897214,1.794146670668809,0.008386842368561995,4.141481616630078
fp5,2408737,2408737,0,0,0,2119260,0,140721,57056,98,91602,0.0,87.98220810325078,0.0,5.842107295233975,2.368710241093154,0.004068522217244971,3.8029058382048353
fp6,2971235,2971235,0,0,0,2422665,0,145455,127147,2100,273868,0.0,81.53730687744321,0.0,4.895439101922265,4.279264346307175,0.07067768116624905,9.217311993161093
fp7,1630677,1630677,0,0,0,1153931,0,169323,161411,11670,134342,0.0,70.76392197841756,0.0,10.383601412174208,9.898404159744695,0.7156536824889295,8.238418767174615
