num_tiles,threshold,surgery_correctness_max_diff_overall,surgery_check_passed,dice_float_global,iou_float_global,precision_float_global,recall_float_global,pixel_accuracy_float_global,dice_fixedpoint_global,iou_fixedpoint_global,precision_fixedpoint_global,recall_fixedpoint_global,pixel_accuracy_fixedpoint_global,dice_diff_global,iou_diff_global,precision_diff_global,recall_diff_global,pixel_accuracy_diff_global,mean_abs_prob_diff_global,max_abs_prob_diff_global,p99_abs_prob_diff_global,pct_pixels_pred_changed_global,mean_per_tile_dice_diff,std_per_tile_dice_diff,mean_per_tile_iou_diff,std_per_tile_iou_diff
181,0.5,0.0,True,0.5388579373192228,0.3687922968493482,0.5385183599553687,0.5391979432127619,0.8413727481062254,0.5386514347123947,0.36859887333341246,0.5374637623484129,0.5398443676713447,0.8410505431791709,-0.00020650260682808508,-0.00019342351593576446,-0.0010545976069558094,0.0006464244585827617,-0.00032220492705448134,0.0009677437483333051,0.1442948281764984,0.014261764474213123,0.17504613043853592,0.000180045818912187,0.004404184240800253,0.00021106731807884682,0.0034961916131969538
