epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.48727134991717597,0.5105158425466989,0.3512750823170908,0.42602724785154517,0.540728840299628,0.3946312271397222
2,0.42614903405148497,0.5196594866693661,0.36261256583916246,0.44154347343878314,0.5758843570947647,0.4308377964930101
3,0.41565752926693167,0.5237030167413014,0.3643483206309298,0.4064220210367983,0.5559182471849702,0.4082636076279662
4,0.4171081560273324,0.5279856114297785,0.36920187037478214,0.4185002256523479,0.5657493235035376,0.41962060654027894
5,0.40364393335516735,0.5439709296790503,0.38220977534850437,0.4203991537744349,0.43415402297249467,0.3009712808898961
6,0.4054076363963465,0.5286456385767588,0.3728555368800317,0.4035798676989295,0.561036598614671,0.4154892069372264
7,0.4011576127621435,0.5408394673178273,0.38065769242983993,0.38685294037515466,0.5353203377771106,0.3916341103190048
8,0.39645740998688567,0.5477710276521662,0.3868882808313575,0.40245598554611206,0.5745499763976444,0.4305462029508569
9,0.40583944577042774,0.5253767234984265,0.37027266032753453,0.4046521092003042,0.5108820155940272,0.36337430080906913
10,0.3927997847398122,0.5477873420202604,0.38492648127258466,0.3801423676989295,0.5141376642178124,0.3806982977660938
11,0.39838340205530964,0.5434161048102123,0.3827373898958647,0.3928430744192817,0.5568330054732293,0.4127191537118051
12,0.38869427961687886,0.5518243250346953,0.39090647444289217,0.38070129264484753,0.5059708713518005,0.37302603538805684
13,0.3936091020543088,0.5457830812020968,0.38403848662812223,0.3732588772069324,0.542423282855783,0.40261908304687083
14,0.3937497385727462,0.5474862567279287,0.3881485529284003,0.38063879175619647,0.49254078909142346,0.35670462102609496
15,0.39094005060452286,0.5504201874938063,0.3889930744965871,0.3807097246701067,0.55535574291305,0.4156019503087878
16,0.385025284623587,0.5559980406235623,0.39531510619707005,0.38854461772875354,0.4843579380540177,0.3495751734590158
17,0.3832519595981926,0.560612017108548,0.3999539462709299,0.37510287219827826,0.5438208205583082,0.40319686847611924
18,0.3833502367619545,0.5679320899709579,0.40804217755794525,0.37105588682673196,0.5406247465454438,0.4080164705155644
19,0.3854886216502036,0.5523724820344679,0.3923000653264343,0.3856080926277421,0.48796250146285947,0.3540307618684108
20,0.3772022752992569,0.5770390540040949,0.4167071479943491,0.3995893204754049,0.5830747359008952,0.4408531447195194
