epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.6514121106964477,0.5060102834980539,0.35286988199074215,0.5665141135454178,0.6068253114819526,0.44482481479644775
2,0.6045512753598233,0.5569668799004657,0.4009853216244819,0.5546528041362763,0.5976239815354347,0.43687240183353426
3,0.5920253155079294,0.5620600161083201,0.4062060938870653,0.5411295875906944,0.6147249147295952,0.4536412388086319
4,0.5768976931242232,0.5746723716246321,0.4165341890555747,0.5232486218214035,0.6255974069237709,0.46782015487551687
5,0.5529404539377132,0.5997165327376508,0.44238853969789566,0.526580648124218,0.6217246204614639,0.46252726688981055
6,0.5430640445110646,0.6081555297875658,0.4509608328263176,0.5246587336063385,0.6255494222044945,0.46435857713222506
7,0.5381856494127436,0.6151124957077047,0.4561780786260645,0.5194181233644486,0.6446090668439866,0.48513566330075264
8,0.5407123749560498,0.6067569595068059,0.44730206975277437,0.4845129445195198,0.650306548178196,0.4923184812068939
9,0.5178521392827339,0.626630906411942,0.4688829116998835,0.576693494617939,0.5306102946400643,0.3785159528255463
10,0.5017838836350339,0.645753060883664,0.48455878854432005,0.49411711245775225,0.6272362016141415,0.47335725277662277
11,0.494948702923795,0.6418142220441331,0.48437042391680657,0.46979002356529237,0.6662574231624603,0.5097829967737197
12,0.48861351228774863,0.6521297610820608,0.4951678465338463,0.49787838011980057,0.6220368340611457,0.4650599643588066
13,0.4923413284915559,0.6403083871019647,0.4845512889008573,0.4592877268791199,0.6743198141455651,0.5170571014285088
14,0.4682643197952433,0.6631742329039472,0.507827451888551,0.4541648879647255,0.6735940396785736,0.515682190656662
15,0.4768113898153001,0.6507859800724273,0.4950970687130664,0.4595929443836212,0.6523066282272338,0.4950869120657444
16,0.4615257334835986,0.665756087353889,0.5091791791009143,0.45409628599882124,0.663086760044098,0.5056933335959911
17,0.44983038718396046,0.6707342826622598,0.5150078024635923,0.4791088789701462,0.6597045600414276,0.5006114393472672
18,0.448514146373627,0.6743586859170426,0.5203027693515129,0.4569208979606628,0.6406380653381347,0.48455044627189636
19,0.4493137328548634,0.665884479087718,0.5091470253277333,0.4567255198955536,0.6550564900040626,0.49620031714439394
20,0.43638170827576456,0.6790927230043614,0.5267302135520793,0.44439851194620134,0.6722563147544861,0.516329537332058
