epoch,train_loss,train_dice,train_iou,train_precision,train_recall,val_loss,val_dice,val_iou,val_precision,val_recall
1,0.6241850129195622,0.5218107834154245,0.3607290618273677,0.4334564844564516,0.7020348237485302,0.8390498023766738,0.3790842564060138,0.24507584838339916,0.2908878211791699,0.7849599191775689
2,0.5600613398211343,0.6086640619501775,0.44213996128160127,0.5511800789711426,0.7035258521839064,0.6541268710906689,0.5092130097059103,0.35381806326600224,0.4166942639992787,0.7184711064283664
3,0.5445341078602538,0.6197924407161012,0.4544989649130374,0.581074693981482,0.6890964605370347,0.6094049650889176,0.5272436348302978,0.374789288411917,0.5738645631533402,0.581187323883173
4,0.5333356699165033,0.6257399971387825,0.46197133374457455,0.570281940151234,0.725393008212654,0.6312271860929636,0.5008649909868836,0.348950640979008,0.3999336152695693,0.7227688181178215
5,0.5163119325832445,0.6437569370075148,0.48152051987696665,0.5952700248786381,0.7205499063949196,0.5755355381048642,0.5655264431395783,0.41283978985694164,0.546493914264899,0.6125600493083206
6,0.5000391961360464,0.6599588242112374,0.5000368689700049,0.6095546228545052,0.7429482359059003,0.6044946908950806,0.5371468539994496,0.38318098121537614,0.44584538902227694,0.7216063078779441
7,0.4972452125987228,0.6577114517591438,0.49690510788742376,0.6206093582571769,0.7290952424613797,0.5650393298039069,0.5708132413789057,0.41775025149735695,0.6802817628933833,0.5086228927382483
8,0.47937900801094213,0.6750257629521039,0.5152390398541276,0.6278762586262762,0.7488240234705866,0.5665736817396604,0.5808066555227225,0.42779859646151847,0.5805116100953176,0.6086449358397379
9,0.46637431760223547,0.6889308836995339,0.5304106200227932,0.6532064785762709,0.7510356258372871,0.672150792983862,0.40890701802991614,0.2737831049251986,0.8806869983673096,0.2864913997753279
10,0.4520043937527404,0.6995005254842797,0.5415439836832942,0.6688612474470722,0.7515621951648167,0.5891022407091581,0.5433568812261981,0.3916845291924591,0.71812827197405,0.450866357929324
11,0.4445891872960694,0.7073177099227905,0.5527923697111558,0.6796579214991355,0.7563774378932252,0.5557725933881906,0.5804540663957596,0.4274199748268494,0.5358578425187331,0.663179675117135
12,0.4213847438899838,0.7289207504720104,0.5770949849060604,0.7106997078778793,0.7613607742348496,0.5558890906664041,0.5835187034412789,0.4324132885331682,0.5460794923397211,0.6587852711023655
13,0.40975998189984536,0.7411915964009811,0.5931028085095542,0.7210871169761736,0.7807025362034233,0.5618005349085882,0.5724718180997985,0.4209670516172252,0.78023267021546,0.4866739282252668
14,0.40220007057092627,0.7401675879955292,0.5914395816472112,0.7240807237673779,0.7702835542815072,0.618050176363725,0.5215791856440214,0.36823223216029316,0.4174232098918695,0.7349120298257241
15,0.3862840435942825,0.7559027489350767,0.610813423687098,0.7430687650125853,0.7832812034353918,0.5597025820842156,0.5596056213757138,0.40935590748717865,0.7874367282940791,0.471402099500479
16,0.3741711548396519,0.7646345897596709,0.624035934404451,0.7441900177877776,0.8037968411737558,0.5163119572859544,0.6096979818091943,0.4598305831806591,0.7140740500046656,0.5816841768459059
17,0.34853474370070864,0.7879425202097211,0.6528612630707877,0.7720403975369979,0.8131193080726935,0.5438471665749183,0.5961852715565608,0.43811848301153916,0.5764753360014695,0.6604597637286553
18,0.34133523276873995,0.7918498589068043,0.658667054711556,0.7730014324188232,0.8233280790095426,1.0889469155898461,0.38408694702845353,0.2441240273989164,0.2500044359610631,0.9316363770228165
19,0.3319404204281009,0.7962866966821709,0.6670497631540104,0.7863686534823203,0.8215681874022192,0.5161364353620089,0.608057894385778,0.45059575828222126,0.6757775201247289,0.5649584898581872
20,0.30876301198589556,0.8171272740072134,0.6944638442020027,0.8104589703131695,0.8327240761445494,0.5278380673665267,0.59993843963513,0.43967310912334,0.5798251491326553,0.6487151567752545
