heldout_fp,num_tiles,dice_float_global,dice_fixedpoint_global,dice_diff_global,iou_float_global,iou_fixedpoint_global,iou_diff_global,precision_diff_global,recall_diff_global,pixel_accuracy_diff_global,mean_abs_prob_diff_global,p99_abs_prob_diff_global,pct_pixels_pred_changed_global,surgery_check_passed
fp1,137,0.5151008712853722,0.5187070953904559,0.0036062241050837,0.3468928369102613,0.3501718625508458,0.0032790256405845,0.0069943623129741,-0.005062093794289,0.0038045618655907,0.004766808822751,0.0667157918214798,0.5422884530394617,True
fp2,138,0.7842363014695635,0.7833946704002205,-0.0008416310693429,0.6450565207840319,0.643918492990604,-0.0011380277934278,-0.0025606053475697,0.0012614288613344,-0.0008278445921081,0.0016072909347712,0.0318916253745555,0.1579948093580163,True
fp3,164,0.640996929996051,0.6419211749858191,0.0009242449897681,0.4716670213218858,0.4726685691304598,0.001001547808574,-0.0025139181051473,0.0024869396768014,-0.0001015081638242,0.0010569548467174,0.0153254261240363,0.1817005436594893,True
fp4,181,0.5388579373192228,0.5386514347123947,-0.000206502606828,0.3687922968493482,0.3685988733334124,-0.0001934235159357,-0.0010545976069558,0.0006464244585827,-0.0003222049270544,0.0009677437483333,0.0142617644742131,0.1750461304385359,True
fp5,160,0.728152975732944,0.7293051223656667,0.0011521466327226,0.5725161610159638,0.5739419708084685,0.0014258097925047,0.0075740691591557,-0.0063170034752649,0.0018351554870605,0.0042807795107364,0.0646642670035362,0.4851627349853515,True
fp6,170,0.6549873792158956,0.6548517202893551,-0.0001356589265404,0.486974894580592,0.4868249323637614,-0.0001499622168306,0.00067319070114,-0.000628694801993,7.817885454963758e-05,0.0015338371740654,0.0135695282369852,0.089263916015625,True
fp7,117,0.5171301805523469,0.5194943453724035,0.0023641648200565,0.3487360615006601,0.3508898083223453,0.0021537468216852,-0.002621225563236,0.0053922389289843,-0.0003986847706329,0.0030989290680736,0.0474002696573734,0.2913907042935363,True
