epoch,train_loss,train_dice,train_iou,train_precision,train_recall,val_loss,val_dice,val_iou,val_precision,val_recall
1,0.6685674660480939,0.47593738310612166,0.3192153759300709,0.3772438644216611,0.7025015526092969,0.6182979689194605,0.5431894900707098,0.3806565850973129,0.4345802263571666,0.7594221142622141
2,0.6069555660853019,0.5684456452727318,0.4030920510681776,0.5068757287584819,0.6690095857932017,0.5388720012628115,0.6089532925532415,0.4520522247140224,0.5410395465218104,0.7229134807219872
3,0.580587873665186,0.5949029458256868,0.42884105988419974,0.5310158700897143,0.6988038844787158,0.5710713771673349,0.5808582821717629,0.41933791224773115,0.4654108675626608,0.8106995362501878
4,0.5656660554500726,0.6062145972481141,0.4397546929808763,0.5511891165604959,0.7025483846664429,0.5007964808207291,0.6440703674004629,0.49282300357635206,0.6930096046282694,0.6090423865960195
5,0.5468885514598626,0.6220490514085844,0.45838307904509396,0.5658698812700235,0.7167560217472223,0.5878636034635397,0.5495131038702451,0.3903713386792403,0.4123840951002561,0.8508464923271766
6,0.5338536627017535,0.6325261140098939,0.46618811843486935,0.5732330336020544,0.7285689373429005,0.5306672155857086,0.6171633108304098,0.45799500609819704,0.5200575337960169,0.779563172505452
7,0.5323329716920853,0.634872212432898,0.47288956435827106,0.592703310916057,0.7159220576286316,0.5042549096621,0.644034824692286,0.48693956721287507,0.5968999931445489,0.7108240265112656
8,0.5126212927011343,0.6520256698131561,0.4902665147987696,0.6101659994858962,0.7269141972064972,0.48743347708995527,0.6472969439167243,0.5005742033513693,0.6623123683608495,0.6465426075917023
9,0.49437786696048885,0.6734641979520137,0.5135298021710836,0.6371162728621409,0.7305766206521255,0.47860878247481126,0.6593776425490012,0.5089070246769831,0.7357632013467642,0.6068999217106745
10,0.47307385618870074,0.6942993562955123,0.5365759277572999,0.6623316114911666,0.7498673934202927,0.5308248492387625,0.6208907377261382,0.46200024623137254,0.5045398525320567,0.8336618542671204
11,0.4557449823388687,0.707188109938915,0.5511227571047269,0.6796564540037742,0.7549623285348599,0.45394254418519825,0.6680948780133174,0.5216705632897524,0.7571912178626428,0.6081230193376541
12,0.4537081512121054,0.7081456012450732,0.5556716683965462,0.6842454230556121,0.7558056299503033,0.4611559189282931,0.6752680024275413,0.5262861251831055,0.6651213765144348,0.6943114881332104
13,0.4261505896082291,0.7365009194383254,0.5888630538605727,0.7171227934841926,0.7733078060241846,0.5107642756058619,0.5932180245335286,0.4449619140762549,0.8313546685072092,0.47916568615115607
14,0.41515534485761935,0.7398878542276529,0.5930075424794967,0.7183569861719241,0.7853471785783768,0.520132670035729,0.6277193438548309,0.4717592763213011,0.5099491373850749,0.8409171517078693
15,0.3887034534261777,0.7663028114117109,0.6244808418246416,0.7409910823290164,0.8028025604211367,0.4627422231894273,0.6501051852336297,0.5040360545882812,0.819216040464548,0.5574803008483007
16,0.37404644603912646,0.777365471308048,0.6400136408897547,0.7658658153735675,0.8005404243102441,0.45579965297992414,0.6670471968559119,0.5193520555129418,0.7182464278661288,0.6374291777610779
17,0.3624131249693724,0.7838293027419311,0.6487567665485235,0.7702083902863356,0.8096502755696957,0.46581119986680836,0.6624647516470689,0.5068733268059217,0.7202342886191148,0.6247854209863223
18,0.34313709346147686,0.7989559230896143,0.6692856842508683,0.7851597964763641,0.8229770729174981,0.45886351741277254,0.6613905063042274,0.5123726891783568,0.7205040328777753,0.6220591331903751
19,0.3158989574473638,0.8216742403232135,0.700067591208678,0.8073249894839066,0.8411355534425149,0.5776151166512415,0.5305896676503695,0.3815903471639523,0.8458659442571493,0.404520807071374
20,0.32233556703879285,0.810248267192107,0.684853946360258,0.7999067381024361,0.8327397600962565,0.49818453651208144,0.643939346075058,0.48653738315288836,0.560584517625662,0.7690390531833355
