epoch,train_loss,train_dice,train_iou,train_precision,train_recall,val_loss,val_dice,val_iou,val_precision,val_recall
1,0.64998282295353,0.4963285613734767,0.337362768233947,0.4152843266163232,0.687830959850887,0.6018225115079147,0.5651452426727002,0.40165235560673934,0.4971815049648285,0.6925717867337741
2,0.5811104082836295,0.5923081400259486,0.42588059351129354,0.5399915812150488,0.6897544602178177,0.6038609147071838,0.5575216618868021,0.39319985531843626,0.45756124877012694,0.7515907150048476
3,0.5553417588179966,0.6147913854077177,0.44955110606157556,0.5590829326296752,0.70705919895532,0.7331487926153036,0.48376102630908674,0.32644423842430115,0.3408285012611976,0.8928275750233576
4,0.5423613404327968,0.6252133559505895,0.46064953252954305,0.566204975798445,0.723803700141187,0.5946720036176535,0.5652230381965637,0.40081462607933926,0.44981001088252437,0.8056440445093008
5,0.5342603815051744,0.6282099904316776,0.4654389867242777,0.5650555723399486,0.7327188191548833,0.542036269719784,0.6195121361659124,0.4563697840158756,0.5704743908001826,0.7034725225888766
6,0.5219993124592979,0.6370118429075997,0.47361678559825104,0.5780911850479414,0.7397164050138222,0.7048635666186993,0.5046426424613366,0.3453642359146705,0.3661261326991595,0.8722015802676861
7,0.5096843231399104,0.6444106658674637,0.4805937997012768,0.6037640830255905,0.7209283405879758,0.6770475254609034,0.3647602372444593,0.23438969082557237,0.8197547930937547,0.2514967385392923
8,0.492210827346118,0.6685802610415332,0.510017159412492,0.6260251110454775,0.7396155539548622,0.5377603287880237,0.6090694757608267,0.4456286338659433,0.5195615039421961,0.7706177670222062
9,0.49585370635086634,0.6600267144868959,0.5010743894666996,0.6251563691305664,0.7259813479657443,0.5286132005544809,0.6350653148614444,0.47064881599866426,0.6711166432270637,0.6204516520866981
10,0.47559514922915763,0.6833587066744858,0.5276154621310953,0.6529940560741244,0.742732085146994,0.5292263191479903,0.6124771650020893,0.45190817003066724,0.5093971949357253,0.8068887545512273
11,0.45864371618009964,0.6919307843694147,0.5346403251279075,0.6668543658166561,0.740567830373656,0.5006582255546863,0.6352801896058596,0.473779382613989,0.6369759784295008,0.6446784711801089
12,0.44150544000121783,0.7109990029964807,0.5572969424274733,0.6856314584894,0.7558540252019774,0.538166527564709,0.6114378227637365,0.44934190809726715,0.49734040521658385,0.833959359389085
13,0.4456088925307652,0.7011842103499286,0.5468962088508426,0.6832290421117027,0.7451646687849512,0.52922451037627,0.6071143631751721,0.445184500171588,0.7808741468649644,0.5059046882849473
14,0.43425644681138814,0.7135456766722337,0.5588568763912849,0.7002805876282027,0.7424688901541368,0.5495901910158304,0.6036005295239962,0.44077306871230787,0.4900303597633655,0.8196598245547368
15,0.4222964312670366,0.720897469318138,0.572376088432546,0.7043397606543775,0.7593869960532998,0.5496198718364422,0.5641780060071212,0.4048137745031944,0.814518914772914,0.4540228843688965
16,0.4114360550664506,0.7288831882881668,0.5818229798438415,0.716214935172279,0.7632613834345116,0.5348675709504348,0.5816804480094176,0.422137228342203,0.8035186437460092,0.4778915781241197
17,0.39346480482029467,0.7457920594035454,0.6002330482006073,0.7348387955494646,0.7745480582399188,0.4984283997462346,0.6540038081315848,0.4946969392207953,0.5590772032737732,0.8168586309139545
18,0.4097645085937572,0.7241267477566341,0.5748763565184936,0.7109624186776718,0.7498960551225914,0.4589044084915748,0.6831793097349314,0.5243250131607056,0.6488362917533288,0.7393609193655161
19,0.3754574234755534,0.7580844355079362,0.6137572886808863,0.7473118434537132,0.7835076237624546,0.5005115797886481,0.6249423370911524,0.4645404059153337,0.8164767485398513,0.5215115226232089
20,0.34235609927267396,0.786290559003938,0.6509255710637795,0.7808810213826737,0.7998728313536014,0.45449047822218674,0.67331885603758,0.5123991691149198,0.6791400405076834,0.6843229715640728
