threshold,val_dice,val_iou,val_precision,val_recall,test_dice,test_iou,test_precision,test_recall,selected
0.05,0.352812,0.21419,0.21419,1.0,,,,,False
0.1,0.396216,0.247051,0.24803,0.984264,,,,,False
0.15,0.566901,0.395577,0.413069,0.903303,,,,,False
0.2,0.607381,0.436143,0.463181,0.881957,,,,,False
0.25,0.631609,0.461571,0.496867,0.866621,,,,,False
0.3,0.656307,0.488435,0.53434,0.850422,,,,,False
0.35,0.670699,0.50455,0.559082,0.838,,,,,False
0.4,0.681558,0.516942,0.579871,0.826491,,,,,False
0.45,0.692855,0.530052,0.603482,0.813301,,,,,False
0.5,0.736556,0.582974,0.719663,0.75426,,,,,False
0.55,0.740967,0.58852,0.741233,0.740701,,,,,False
0.6,0.743162,0.591295,0.758059,0.728839,,,,,False
0.65,0.744087,0.592467,0.773947,0.716445,0.641905,0.47265,0.783028,0.543882,True
0.7,0.742551,0.590521,0.789001,0.701266,,,,,False
0.75,0.739014,0.586061,0.80515,0.682919,,,,,False
0.8,0.732197,0.577532,0.822771,0.659587,,,,,False
0.85,0.718297,0.560424,0.84302,0.625722,,,,,False
0.9,0.68667,0.522846,0.868831,0.567654,,,,,False
0.95,0.59316,0.421626,0.907935,0.440457,,,,,False
