threshold,val_dice,val_iou,val_precision,val_recall,test_dice,test_iou,test_precision,test_recall,selected
0.05,0.405009,0.253926,0.253926,0.999995,,,,,False
0.1,0.633978,0.464105,0.488683,0.902229,,,,,False
0.15,0.670203,0.503989,0.546566,0.866126,,,,,False
0.2,0.677104,0.511834,0.559623,0.857016,,,,,False
0.25,0.679685,0.51479,0.565362,0.851961,,,,,False
0.3,0.681384,0.516742,0.569497,0.847985,,,,,False
0.35,0.682809,0.518382,0.573122,0.844416,,,,,False
0.4,0.68424,0.520034,0.57707,0.840294,,,,,False
0.45,0.698715,0.536943,0.614711,0.809313,,,,,False
0.5,0.716858,0.558674,0.799413,0.649757,0.517198,0.348798,0.590092,0.460333,True
0.55,0.713672,0.554813,0.813076,0.635926,,,,,False
0.6,0.710553,0.551052,0.823251,0.624995,,,,,False
0.65,0.706704,0.546437,0.832646,0.613856,,,,,False
0.7,0.701622,0.540384,0.841968,0.60138,,,,,False
0.75,0.694374,0.531832,0.851903,0.586012,,,,,False
0.8,0.683953,0.519702,0.863165,0.566363,,,,,False
0.85,0.667071,0.500455,0.877059,0.538211,,,,,False
0.9,0.634007,0.464137,0.89569,0.490658,,,,,False
0.95,0.546753,0.376228,0.922361,0.388533,,,,,False
