threshold,val_dice,val_iou,val_precision,val_recall,test_dice,test_iou,test_precision,test_recall,selected
0.05,0.333713,0.200274,0.200274,1.0,,,,,False
0.1,0.480697,0.316393,0.322368,0.944666,,,,,False
0.15,0.609755,0.438596,0.470865,0.864861,,,,,False
0.2,0.623308,0.452758,0.491291,0.852346,,,,,False
0.25,0.629675,0.459508,0.501696,0.845306,,,,,False
0.3,0.638574,0.469047,0.516468,0.836293,,,,,False
0.35,0.663986,0.49699,0.558746,0.818069,,,,,False
0.4,0.676885,0.511584,0.584631,0.803709,,,,,False
0.45,0.692628,0.529787,0.626517,0.774339,,,,,False
0.5,0.726506,0.570483,0.761406,0.694666,,,,,False
0.55,0.727845,0.572135,0.77902,0.682979,,,,,False
0.6,0.728055,0.572395,0.792308,0.673442,0.628279,0.458022,0.819702,0.509335,True
0.65,0.72742,0.57161,0.804689,0.66369,,,,,False
0.7,0.725895,0.56973,0.817096,0.65301,,,,,False
0.75,0.72313,0.56633,0.830311,0.640456,,,,,False
0.8,0.718272,0.560394,0.84461,0.624812,,,,,False
0.85,0.710279,0.550723,0.861761,0.604091,,,,,False
0.9,0.694478,0.531954,0.883146,0.572231,,,,,False
0.95,0.65532,0.487342,0.916774,0.509901,,,,,False
