threshold,val_dice,val_iou,val_precision,val_recall,test_dice,test_iou,test_precision,test_recall,selected
0.05,0.420407,0.266149,0.266149,0.99999,,,,,False
0.1,0.524502,0.355474,0.360206,0.964359,,,,,False
0.15,0.645781,0.476867,0.507238,0.888446,,,,,False
0.2,0.660238,0.492802,0.530683,0.873479,,,,,False
0.25,0.664826,0.497933,0.539299,0.866517,,,,,False
0.3,0.667519,0.500959,0.544573,0.862165,,,,,False
0.35,0.669743,0.503469,0.549052,0.858444,,,,,False
0.4,0.672165,0.506211,0.55398,0.854453,,,,,False
0.45,0.676318,0.510937,0.563064,0.846602,0.618186,0.447373,0.473684,0.889554,True
0.5,0.67401,0.508307,0.649399,0.700559,,,,,False
0.55,0.675816,0.510365,0.668692,0.683094,,,,,False
0.6,0.676082,0.510667,0.681902,0.67036,,,,,False
0.65,0.675546,0.510057,0.69423,0.657842,,,,,False
0.7,0.674138,0.508453,0.706975,0.644216,,,,,False
0.75,0.671659,0.505638,0.721258,0.628443,,,,,False
0.8,0.666871,0.50023,0.737748,0.608419,,,,,False
0.85,0.658351,0.490703,0.758451,0.581594,,,,,False
0.9,0.641515,0.472228,0.786793,0.541524,,,,,False
0.95,0.59764,0.426167,0.837501,0.464583,,,,,False
