tile_name,uavsar_path,num_pixels,surgery_correctness_max_diff,scale_x,dice_float,iou_float,precision_float,recall_float,pixel_accuracy_float,dice_fixedpoint,iou_fixedpoint,precision_fixedpoint,recall_fixedpoint,pixel_accuracy_fixedpoint,dice_diff,iou_diff,precision_diff,recall_diff,pixel_accuracy_diff,mean_abs_prob_diff,max_abs_prob_diff,p99_abs_prob_diff,pct_pixels_pred_changed
tile_16_42.tif,fp2_lee7_tiles/tile_16_42.tif,65536,0.0,0.018086544172031673,0.6703607810882223,0.5041674249335608,0.882292993631323,0.5405236664473386,0.7921295166018797,0.6713947990551662,0.5053380782936112,0.8792569659450353,0.5430210325065633,0.7921447753909422,0.001034017966943912,0.0011706533600503999,-0.0030360276862876345,0.0024973660592246816,1.52587890625e-05,0.00231180340051651,0.0902605950832367,0.03198002651333809,0.19378662109375
tile_16_43.tif,fp2_lee7_tiles/tile_16_43.tif,65536,0.0,0.018455910870409386,0.7914034978012812,0.6548120041405491,0.7240997863910432,0.8725008043394195,0.8473052978517955,0.7920298879207305,0.6556701030939668,0.722098172048132,0.8769591395878248,0.8471069335939833,0.000626390119449316,0.0008580989534177075,-0.00200161434291124,0.004458335248405332,-0.00019836425781227796,0.003376174718141556,0.10535484552383423,0.038745589554309845,0.31585693359375
tile_16_44.tif,fp2_lee7_tiles/tile_16_44.tif,65536,0.0,0.016090522600909856,0.5592653328989226,0.38818065926617934,0.602288782147467,0.5219786947530063,0.8974761962892189,0.5592685596577216,0.3881837683286719,0.5897609994623878,0.5317742133031496,0.8955535888673469,3.2267587990464364e-06,3.1090624925678156e-06,-0.012527782685079147,0.009795518550143267,-0.0019226074218720024,0.004475005902349949,0.15686386823654175,0.06852930784225464,0.4364013671875
tile_16_45.tif,fp2_lee7_tiles/tile_16_45.tif,65536,0.0,0.018535645927969864,0.2533235938750428,0.14503178321938723,0.20266479665257914,0.33774834439665957,0.9220123291016815,0.24879020781029335,0.14206762030003142,0.19600807357712474,0.3404752629785557,0.9194641113282479,-0.004533386064749428,-0.002964162919355806,-0.006656723075454396,0.0027269185818961095,-0.0025482177734336142,0.004125003237277269,0.19834543764591217,0.07408643513917923,0.27618408203125
tile_17_42.tif,fp2_lee7_tiles/tile_17_42.tif,65536,0.0,0.014738357911898396,0.871022804244867,0.771514967281936,0.8464157831920129,0.8971034174838668,0.78208923339877,0.8726686248717201,0.7741012484218512,0.8461377177505178,0.9009171581122897,0.7843627929690791,0.001645820626853145,0.002586281139915214,-0.00027806544149511225,0.003813740628422879,0.0022735595703090583,0.0030729402787983418,0.09803271293640137,0.028690647333860397,0.39825439453125
tile_17_43.tif,fp2_lee7_tiles/tile_17_43.tif,65536,0.0,0.01745696518364854,0.8809848494327845,0.7872858995577405,0.8640033373417486,0.8986472690150622,0.854843139648659,0.8800698646374149,0.7858256839858617,0.8607931665653183,0.9002297090354767,0.8533172607424113,-0.0009149847953696666,-0.001460215571878809,-0.0032101707764302656,0.0015824400204145217,-0.0015258789062476685,0.0036875379737466574,0.1250535547733307,0.050612080842256546,0.3448486328125
tile_17_44.tif,fp2_lee7_tiles/tile_17_44.tif,65536,0.0,0.01673055446054053,0.3048320120833105,0.17982407304765713,0.21009496553135099,0.5551735991826199,0.7752075195315931,0.30310306612807947,0.1786219658257395,0.207223134239126,0.5641113784880696,0.7697143554691014,-0.0017289459552310427,-0.001202107221917631,-0.0028718312922249856,0.0089377793054497,-0.005493164062491673,0.008113972842693329,0.16758419573307037,0.08290524780750275,0.7080078125
tile_17_45.tif,fp2_lee7_tiles/tile_17_45.tif,65536,0.0,0.019575385596808485,0.037218813925619244,0.018962283829569444,0.022168087721749864,0.1159235669916021,0.9281616210938596,0.03790145623303608,0.01931679546524366,0.022469252624823337,0.12101910839222686,0.9264068603516747,0.0006826423074168322,0.00035451163567421645,0.00030116490307347324,0.005095541400624765,-0.0017547607421848355,0.002337927231565118,0.12448471784591675,0.04751437529921532,0.18768310546875
tile_17_46.tif,fp2_lee7_tiles/tile_17_46.tif,65536,0.0,0.022213806317547175,0.08313792370319469,0.043371886142273754,0.9848484848561371,0.0434008457813621,0.9343719482422876,0.08721548608621112,0.045596085430480514,0.9855769230838572,0.045626530179264935,0.9345245361329124,0.004077562383016431,0.00222419928820676,0.000728438227720174,0.0022256843979028343,0.00015258789062477796,0.00035937424399890006,0.05338066816329956,0.007045133505016565,0.0152587890625
tile_18_42.tif,fp2_lee7_tiles/tile_18_42.tif,65536,0.0,0.017258274273609552,0.5612537043570182,0.39009914816792274,0.8280717355887347,0.42447956238091106,0.8667144775392659,0.5707324349879631,0.3993181185680537,0.8258742265099169,0.4360279592809905,0.8682708740236385,0.009478730630944954,0.009218970400130977,-0.002197509078817772,0.011548396900079416,0.0015563964843725575,0.0025703939609229565,0.11501303315162659,0.04857833683490753,0.3082275390625
tile_18_43.tif,fp2_lee7_tiles/tile_18_43.tif,65536,0.0,0.01482483064095805,0.8747507916032898,0.7773840541953572,0.792903308104871,0.975440707224001,0.8370361328127487,0.8742010254970919,0.7765160968310113,0.7912604899555157,0.9765653606738072,0.8360290527346252,-0.0005497661061979464,-0.0008679573643458616,-0.0016428181493552962,0.0011246534498061678,-0.0010070800781234457,0.0026828800328075886,0.10340934991836548,0.03631429374217987,0.23193359375
