num_tiles,threshold,surgery_correctness_max_diff_overall,surgery_check_passed,dice_float_global,iou_float_global,precision_float_global,recall_float_global,pixel_accuracy_float_global,dice_fixedpoint_global,iou_fixedpoint_global,precision_fixedpoint_global,recall_fixedpoint_global,pixel_accuracy_fixedpoint_global,dice_diff_global,iou_diff_global,precision_diff_global,recall_diff_global,pixel_accuracy_diff_global,mean_abs_prob_diff_global,max_abs_prob_diff_global,p99_abs_prob_diff_global,pct_pixels_pred_changed_global,mean_per_tile_dice_diff,std_per_tile_dice_diff,mean_per_tile_iou_diff,std_per_tile_iou_diff
32,0.5,0.0,True,0.7549294440013824,0.6063346694404196,0.8030710946655264,0.7122332440577611,0.8816108703613337,0.754821830771222,0.6061958436347886,0.7997336478984027,0.7146861508547524,0.8811340332031306,-0.00010761323016039714,-0.00013882580563095992,-0.003337446767123664,0.0024529067969912832,-0.000476837158203125,0.002011434640735388,0.19834543764591217,0.03704621642827988,0.1735687255859375,0.0010027915948952202,0.0024080421116715223,0.0009705087364520241,0.0021335529767588066
