num_tiles,threshold,surgery_correctness_max_diff_overall,surgery_check_passed,dice_float_global,iou_float_global,precision_float_global,recall_float_global,pixel_accuracy_float_global,dice_fixedpoint_global,iou_fixedpoint_global,precision_fixedpoint_global,recall_fixedpoint_global,pixel_accuracy_fixedpoint_global,dice_diff_global,iou_diff_global,precision_diff_global,recall_diff_global,pixel_accuracy_diff_global,mean_abs_prob_diff_global,max_abs_prob_diff_global,p99_abs_prob_diff_global,pct_pixels_pred_changed_global,mean_per_tile_dice_diff,std_per_tile_dice_diff,mean_per_tile_iou_diff,std_per_tile_iou_diff
164,0.5,0.0,True,0.640996929996051,0.4716670213218858,0.7908544429052147,0.538884689242769,0.8267442656726388,0.6419211749858191,0.47266856913045985,0.7883405248000673,0.5413716289195705,0.8266427575088146,0.0009242449897681748,0.0010015478085740326,-0.002513918105147339,0.0024869396768014695,-0.00010150816382425987,0.0010569548467174172,0.09740173816680908,0.015325426124036312,0.18170054365948932,0.0009250797851262669,0.0048835310052462045,0.0008014216285342465,0.003985837895649077
