epoch,train_loss,train_dice,train_iou,train_precision,train_recall,val_loss,val_dice,val_iou,val_precision,val_recall
1,0.6791816353797913,0.45720296733233395,0.30132202195877933,0.34954339052949635,0.7033097233091082,0.6662047952413559,0.4861363048354785,0.33688291690001887,0.4014769910524289,0.6745641343295574
2,0.6246073014882146,0.5407117228118741,0.37714273284892647,0.4805174807504732,0.6566317312571467,0.6528425191839536,0.492888738711675,0.3422082376976808,0.3901849004129569,0.7384600589672724
3,0.5946353795577068,0.5801218255442016,0.4163589888081259,0.5237119346857071,0.6792622999269136,0.6370404983560244,0.5172663861885667,0.36477033390353125,0.6146859532843033,0.4716155364488562
4,0.5777888954902182,0.5915271670234447,0.42789260465271617,0.5327113690424938,0.7021515235608938,0.5909498458107313,0.5748723099629084,0.42407062867035467,0.594384136920174,0.5712205438564221
5,0.5613460832712601,0.60456348256189,0.44100391013281687,0.5456377651010241,0.7107185794382679,0.5968949894110361,0.5718412014345328,0.4202534801637133,0.592061814541618,0.576495228956143
6,0.5537566025646365,0.6103052460417455,0.4476881069796426,0.5493414392884897,0.7194725858921908,0.5781566426157951,0.5681070163846016,0.41785602271556854,0.5321352904041609,0.6311025023460388
7,0.536781946615297,0.624891608953476,0.4632959016123597,0.5703726191909946,0.7320919109850513,0.608458603421847,0.5409398010621468,0.38676347785318893,0.6488015813132127,0.48708647551635903
8,0.5227227770552343,0.6406266950831121,0.47763160540133104,0.5902106403088083,0.7319187388128164,0.599298320710659,0.5309413174788157,0.37871575479706127,0.4388274972637494,0.7170440852642059
9,0.5136952193415895,0.6510849290964554,0.49025432765483856,0.6105650559980043,0.7253420316443151,0.5701446632544199,0.5828618059555689,0.43123305899401504,0.5131784758220116,0.7026179085175196
10,0.48877876571246553,0.675942178283419,0.5162548757329279,0.6470928678707201,0.7347640869568806,0.5579041242599487,0.6042648777365685,0.4556657715390126,0.5794940274208784,0.6476791687309742
11,0.48219421262643775,0.68175258259384,0.5233420279561257,0.6501910333730736,0.7410462316201658,0.5742003619670868,0.5754953225453695,0.42244757277270156,0.4782974496483803,0.7567954510450363
12,0.4445142527015842,0.7197532155075852,0.5677942007171864,0.6793626899621925,0.7780002489381906,0.6977984855572382,0.4847656190395355,0.334577194104592,0.35981193246940774,0.8189191048343977
13,0.4623446774726011,0.694376813513892,0.537118964049281,0.6710477982248578,0.7440709252746738,0.8489813903967539,0.17203522132088742,0.09603445542355378,0.9050504515568415,0.09699166364346941
14,0.44752567519946973,0.7104187565190452,0.5603860896460864,0.6899945155090216,0.7598027051711569,0.5529807930191358,0.5852652676403522,0.4327903411661585,0.7120511084794998,0.5112696479385098
15,0.41840231844357084,0.7381324141609426,0.5925344526767731,0.7162740273135049,0.7826353056090218,0.7069400052229563,0.4811563802262147,0.333983372276028,0.3485939521342516,0.8604645282030106
16,0.39615268822835414,0.7560863513119367,0.6153178123795257,0.7421631204838656,0.7889999406678336,0.8953232516845068,0.4355851784348488,0.29235951447238523,0.303878178820014,0.8636355449755987
17,0.3985897187067538,0.7503442460176896,0.6074132536138807,0.7312767110308822,0.7877521478399938,0.6526085337003072,0.44696980342268944,0.3005870149160425,0.8186553393801054,0.31822853193928796
18,0.3721830601594886,0.7740138939448765,0.6343700721555826,0.7563676755039059,0.8032446686102419,0.5893536458412806,0.5597889224688212,0.40618483411769074,0.4701220616698265,0.7315012340744337
19,0.36952078859416804,0.7723488479244466,0.6336803643070922,0.7631982041864979,0.7973405147085384,0.5117936283349991,0.6169808954000473,0.46612557706733543,0.6022886509696642,0.6439341542621454
20,0.3563190552653099,0.7810951075991805,0.6462452417733718,0.7669314498804054,0.8100903399136602,0.5346772025028864,0.5914838581035534,0.4396783843015631,0.7353644408285618,0.5033797866975268
